year,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
emission,35857.7,37691.04,38576.71,43345.13,45306.19,46495.35,45570.62,45052.3,45157.7,43692.33,42734.12,39221.51,38505.41,38738.53,37945.55,36851.87,37214.88,36149.1,36435.54,35743.0,29250.98,25767.076,25454.162,26078.843,28494.332,29461.284,29385.365,30487.012,28967.671,28703.303,29754.141,27332.731,26503.078,28790.754,28708.201,28909.732,28258.949,28269.551,28013.429,25799.316,26835.677,26778.6583987671,26721.6397975342
